date,equity,ret,drawdown
2021-04-19,1.0,0.0,0.0
2021-04-20,1.0,0.0,0.0
2021-04-21,1.0,0.0,0.0
2021-04-22,1.0,0.0,0.0
2021-04-23,1.0,0.0,0.0
2021-04-24,1.0,0.0,0.0
2021-04-25,1.0,0.0,0.0
2021-04-26,1.0,0.0,0.0
2021-04-27,1.0,0.0,0.0
2021-04-28,1.0,0.0,0.0
2021-04-29,1.0,0.0,0.0
2021-04-30,1.0,0.0,0.0
2021-05-01,1.0,0.0,0.0
2021-05-02,1.0,0.0,0.0
2021-05-03,1.0,0.0,0.0
2021-05-04,1.0,0.0,0.0
2021-05-05,1.0,0.0,0.0
2021-05-06,1.0,0.0,0.0
2021-05-07,1.0,0.0,0.0
2021-05-08,1.0,0.0,0.0
2021-05-09,1.0,0.0,0.0
2021-05-10,1.0,0.0,0.0
2021-05-11,1.0,0.0,0.0
2021-05-12,1.0,0.0,0.0
2021-05-13,1.0,0.0,0.0
2021-05-14,1.0,0.0,0.0
2021-05-15,1.0,0.0,0.0
2021-05-16,1.0,0.0,0.0
2021-05-17,1.0,0.0,0.0
2021-05-18,1.0,0.0,0.0
2021-05-19,1.0,0.0,0.0
2021-05-20,1.0,0.0,0.0
2021-05-21,1.0,0.0,0.0
2021-05-22,1.0,0.0,0.0
2021-05-23,1.0,0.0,0.0
2021-05-24,1.0,0.0,0.0
2021-05-25,1.0,0.0,0.0
2021-05-26,1.0,0.0,0.0
2021-05-27,1.0,0.0,0.0
2021-05-28,1.0,0.0,0.0
2021-05-29,1.0,0.0,0.0
2021-05-30,1.0,0.0,0.0
2021-05-31,1.0,0.0,0.0
2021-06-01,1.0,0.0,0.0
2021-06-02,1.0,0.0,0.0
2021-06-03,1.0,0.0,0.0
2021-06-04,1.0,0.0,0.0
2021-06-05,1.0,0.0,0.0
2021-06-06,1.0,0.0,0.0
2021-06-07,1.0,0.0,0.0
2021-06-08,1.0,0.0,0.0
2021-06-09,1.0,0.0,0.0
2021-06-10,1.0,0.0,0.0
2021-06-11,1.0,0.0,0.0
2021-06-12,1.0,0.0,0.0
2021-06-13,1.0,0.0,0.0
2021-06-14,1.0,0.0,0.0
2021-06-15,1.0,0.0,0.0
2021-06-16,1.0,0.0,0.0
2021-06-17,1.0,0.0,0.0
2021-06-18,1.0,0.0,0.0
2021-06-19,1.0,0.0,0.0
2021-06-20,1.0,0.0,0.0
2021-06-21,1.0,0.0,0.0
2021-06-22,1.0,0.0,0.0
2021-06-23,1.0,0.0,0.0
2021-06-24,1.0,0.0,0.0
2021-06-25,1.0,0.0,0.0
2021-06-26,1.0,0.0,0.0
2021-06-27,1.0,0.0,0.0
2021-06-28,1.0,0.0,0.0
2021-06-29,1.0,0.0,0.0
2021-06-30,1.0,0.0,0.0
2021-07-01,1.0,0.0,0.0
2021-07-02,1.0,0.0,0.0
2021-07-03,1.0,0.0,0.0
2021-07-04,1.0,0.0,0.0
2021-07-05,1.0,0.0,0.0
2021-07-06,1.0,0.0,0.0
2021-07-07,1.0,0.0,0.0
2021-07-08,1.0,0.0,0.0
2021-07-09,1.0,0.0,0.0
2021-07-10,1.0,0.0,0.0
2021-07-11,1.0,0.0,0.0
2021-07-12,1.0,0.0,0.0
2021-07-13,1.0,0.0,0.0
2021-07-14,1.0,0.0,0.0
2021-07-15,1.0,0.0,0.0
2021-07-16,1.0,0.0,0.0
2021-07-17,1.0,0.0,0.0
2021-07-18,1.0,0.0,0.0
2021-07-19,1.0,0.0,0.0
2021-07-20,1.0,0.0,0.0
2021-07-21,1.0,0.0,0.0
2021-07-22,1.0,0.0,0.0
2021-07-23,1.0,0.0,0.0
2021-07-24,1.0,0.0,0.0
2021-07-25,1.0,0.0,0.0
2021-07-26,1.0,0.0,0.0
2021-07-27,1.0,0.0,0.0
2021-07-28,1.0,0.0,0.0
2021-07-29,1.0,0.0,0.0
2021-07-30,1.0,0.0,0.0
2021-07-31,1.0,0.0,0.0
2021-08-01,1.0,0.0,0.0
2021-08-02,1.0,0.0,0.0
2021-08-03,1.0,0.0,0.0
2021-08-04,1.0,0.0,0.0
2021-08-05,1.0,0.0,0.0
2021-08-06,1.0,0.0,0.0
2021-08-07,1.0,0.0,0.0
2021-08-08,1.0,0.0,0.0
2021-08-09,1.0,0.0,0.0
2021-08-10,1.0,0.0,0.0
2021-08-11,1.0,0.0,0.0
2021-08-12,1.0,0.0,0.0
2021-08-13,1.0,0.0,0.0
2021-08-14,1.0,0.0,0.0
2021-08-15,1.0,0.0,0.0
2021-08-16,0.9992023835161614,-0.00012162588842205314,-0.0007976164838385813
2021-08-17,0.9972396531403972,-0.0019642971315354412,-0.0027603468596028025
2021-08-18,1.0060892842502303,0.008874126777815787,0.0
2021-08-19,1.0320253776872619,0.02608091893736772,0.0
2021-08-20,1.0472526465160739,0.014754742623612647,0.0
2021-08-21,1.044353086865053,-0.002768729838656298,-0.002768729838656281
2021-08-22,1.0535440409776062,0.009134180228100195,0.0
2021-08-23,1.0646364189357327,0.010528632431761843,0.0
2021-08-24,1.031774834269947,-0.030866485573202374,-0.030866485573202374
2021-08-25,1.0464898707921497,0.01454601728779876,-0.01704483128777734
2021-08-26,1.0218761092646937,-0.023520305560936094,-0.0401642372085903
2021-08-27,1.0511022565440375,0.028600480052688348,-0.012712473621017573
2021-08-28,1.044889596156052,-0.005800003847009458,-0.018547949730501112
2021-08-29,1.042244881149314,-0.0025310951668651178,-0.02103209827144792
2021-08-30,1.0306283527145028,-0.011145680487297051,-0.03194336171143397
2021-08-31,1.0402741159634434,0.009769632229601435,-0.02288321396767834
2021-09-01,1.0758243881884229,0.03417394673139076,0.0
2021-09-02,1.0679832789959551,-0.007288465737118506,-0.007288465737118388
2021-09-03,1.0751593665495474,0.006781464142715567,-0.0006181507374036777
2021-09-04,1.0854392723713262,0.009561285649000667,0.0
2021-09-05,1.0920050521111067,0.006048960920159517,0.0
2021-09-06,1.0912539204012732,-0.0004722678412143993,-0.0006878463688252401
2021-09-07,1.0459670773977423,-0.04149982158769991,-0.042159122454939135
2021-09-08,1.046188092263987,0.00021130193389504236,-0.041956728825150114
2021-09-09,1.0565936736510981,0.010131329516098929,-0.032427852226095344
2021-09-10,1.0424740837582764,-0.01336331102951908,-0.04535781978029774
2021-09-11,1.0536082086237855,0.010680481211934571,-0.03516178191034092
2021-09-12,1.065761139532227,0.011761389125697252,-0.024032775789950667
2021-09-13,1.0562861725716044,-0.008890328807429761,-0.03270944531845266
2021-09-14,1.0664274688203792,0.009600898423279712,-0.023422586957157265
2021-09-15,1.072152042995864,0.005470868218238752,-0.01818032716685891
2021-09-16,1.0697534969588594,-0.00223713236632224,-0.020376787734845858
2021-09-17,1.057807300988513,-0.011167241803188893,-0.031316477022227396
2021-09-18,1.0572734689575336,0.00022090697565258906,-0.0318053319317787
2021-09-19,1.0572344591119616,-3.689664662672887e-05,-0.03184105506831236
2021-09-20,1.0567154784854946,-0.0004908850841872754,-0.03231630985350187
2021-09-21,1.05623440586678,0.0,-0.03275685050648203
2021-09-22,1.05623440586678,0.0,-0.03275685050648203
2021-09-23,1.05623440586678,0.0,-0.03275685050648203
2021-09-24,1.05623440586678,0.0,-0.03275685050648203
2021-09-25,1.05623440586678,0.0,-0.03275685050648203
2021-09-26,1.05623440586678,0.0,-0.03275685050648203
2021-09-27,1.05623440586678,0.0,-0.03275685050648203
2021-09-28,1.05623440586678,0.0,-0.03275685050648203
2021-09-29,1.05623440586678,0.0,-0.03275685050648203
2021-09-30,1.05623440586678,0.0,-0.03275685050648203
2021-10-01,1.05623440586678,0.0,-0.03275685050648203
2021-10-02,1.05623440586678,0.0,-0.03275685050648203
2021-10-03,1.0605234683326394,0.004324195223595216,-0.02882915579704126
2021-10-04,1.0880460539599275,0.02595188739251487,-0.003625439409392417
2021-10-05,1.1043176654733582,0.014954892262336256,0.0
2021-10-06,1.1034411758673344,-8.470297334361177e-05,-0.0007936933668883928
2021-10-07,1.103571369547642,0.00011798878196226607,-0.0006757982318397193
2021-10-08,1.1035179292477657,-4.842486979160023e-05,-0.0007241903761900925
2021-10-09,1.1034386892532129,0.0004896788258047205,-0.00079594508684111
2021-10-10,1.0984497707640057,-0.004521246660821245,-0.005313593083596246
2021-10-11,1.0995803591742976,0.0010292581785560956,-0.004289803964178995
2021-10-12,1.0990529642302977,7.546834670417416e-05,-0.0047673793580071955
2021-10-13,1.0992649616141779,0.00019289096229197216,-0.00457540798010736
2021-10-14,1.0995785301031553,0.000285252873444698,-0.004291460254936208
2021-10-15,1.1004780584083533,0.0014523982028818764,-0.003476904504066791
2021-10-16,1.0988563693371238,-0.0014736223578823455,-0.004945403217735733
2021-10-17,1.0973978897520276,-0.0013272704475254622,-0.006266109777719131
2021-10-18,1.0956655617550122,-0.0013921094933426353,-0.00783479608164861
2021-10-19,1.0995479275600957,0.003543385810962963,-0.004319171975953107
2021-10-20,1.1145655887389343,0.013658032362593771,0.0
2021-10-21,1.1134981307676313,-0.00014275373131554422,-0.0009577345488575029
2021-10-22,1.1135257551347022,2.4808633537509804e-05,-0.00093294967540547
2021-10-23,1.113709194308005,0.00016473725233295646,-0.0007683661146385967
2021-10-24,1.1030011198010967,-0.008640876998087663,-0.01037576348550484
2021-10-25,1.1109662763283383,0.007221349447657752,-0.0032293410517620913
2021-10-26,1.1146527410029372,0.0033182507454523856,0.0
2021-10-27,1.0979447280764534,-0.014622672171808637,-0.014989433311266454
2021-10-28,1.1168208723715103,0.01719225368304926,0.0
2021-10-29,1.1280864571978466,0.010087190439425174,0.0
2021-10-30,1.111803615787599,-0.014309979486414713,-0.01443403677648436
2021-10-31,1.1176477961782636,0.0052564862244351045,-0.009253422867527838
2021-11-01,1.128512416664505,0.00972096981123446,0.0
2021-11-02,1.1398381646467026,0.010214588929802674,0.0
2021-11-03,1.1430804154755339,0.002844483479666718,0.0
2021-11-04,1.136591878041074,-0.005676361301108074,-0.005676361301108046
2021-11-05,1.1344203560828385,-0.001540150655830099,-0.007576071880378232
2021-11-06,1.1324911723991047,-0.0017005897975908848,-0.009263777887423497
2021-11-07,1.141128015473391,0.0076264109467534605,-0.0017080163177589647
2021-11-08,1.152293107822133,0.010043786145638653,0.0
2021-11-09,1.1555361925730596,0.0028144616408025897,0.0
2021-11-10,1.1312689804967682,-0.021000823887874137,-0.021000823887874165
2021-11-11,1.146914018018353,0.014401708502163553,-0.0074616222409333854
2021-11-12,1.1375241025410825,-0.00818711370665295,-0.01558764679786373
2021-11-13,1.15017250596684,0.01111923993302855,-0.004641729649571769
2021-11-14,1.1451734439977883,-0.0041455091478447776,-0.008967913460327326
2021-11-15,1.1384423851013559,-0.005877763697466017,-0.014792965881614273
2021-11-16,1.1091038599513974,-0.025770759709852622,-0.04018249962233578
2021-11-17,1.1165227153001582,0.007066756752105193,-0.03376222875895318
2021-11-18,1.083529514525908,-0.02954995928173343,-0.06231451555559897
2021-11-19,1.1086296297312799,0.023165142129381016,-0.04059289803578703
2021-11-20,1.1313623158905486,0.020698100826290602,-0.020920051520569416
2021-11-21,1.144142639717846,0.011296402264589674,-0.009859970573351973
2021-11-22,1.130053215460592,-0.012314394873639651,-0.022052945875909002
2021-11-23,1.138046582274105,0.0074622233974294145,-0.01513549329857855
2021-11-24,1.1407119288880725,0.002342036482058001,-0.012828904693999776
2021-11-25,1.1572002959681855,0.014454453102971707,0.0
2021-11-26,1.1293030934488093,-0.023622457578232104,-0.02410749687549607
2021-11-27,1.1364427331520635,0.006322164301746614,-0.017937744129900124
2021-11-28,1.1398013360928896,0.0029553648792407816,-0.015035391829673617
2021-11-29,1.1501016942526827,0.009350732482772631,-0.006134289578247687
2021-11-30,1.1501012891083056,-3.522683072678008e-07,-0.00613463968563932
2021-12-01,1.1490685033495733,-0.0008979954796268141,-0.0070271262865592155
2021-12-02,1.146522190350982,-0.0014810213843854106,-0.009227534467807663
2021-12-03,1.1411914396172846,-0.004649496345173495,-0.013834127425198184
2021-12-04,1.1281060807494958,-0.011466401178208178,-0.025141900948398632
2021-12-05,1.1196525416082892,-0.00749356756909789,-0.03244706598392422
2021-12-06,1.126142645063293,0.005796533490364276,-0.026838612998199896
2021-12-07,1.1366755004791214,0.00935303841125416,-0.01773659716522269
2021-12-08,1.139290145969247,0.002894118256169911,-0.015477139144657537
2021-12-09,1.1184170093587045,-0.018321177168424255,-0.03351475690475225
2021-12-10,1.1157341366117741,-0.0023988125399386595,-0.03583317382555473
2021-12-11,1.1374848427629862,0.019841240748642273,-0.017037200278888776
2021-12-12,1.1465004215466763,0.007925889158919031,-0.009246346080958312
2021-12-13,1.1353054506582283,-0.00976447167227861,-0.018920532068857354
2021-12-14,1.1426365859502863,0.006705429112957441,-0.012585297522512584
2021-12-15,1.1563451819047401,0.011997336793704138,-0.0007389507818350571
2021-12-16,1.1506723687489437,-0.004905812939395965,-0.005641138566923831
2021-12-17,1.1498710206555933,6.0871103419974055e-05,-0.006333627236467354
2021-12-18,1.149904204367865,2.8858638643498437e-05,-0.006304951377683721
2021-12-19,1.149820234699673,-7.30231856469846e-05,-0.006377514155695763
2021-12-20,1.1495849094222106,2.034190848730925e-05,-0.006580871585072812
2021-12-21,1.1497090437520914,0.00010798187142448236,-0.006473600328477658
2021-12-22,1.1498605991742201,0.00013182067493718475,-0.006342633007905163
2021-12-23,1.1497234786128179,0.00010577407315565964,-0.006461126376667625
2021-12-24,1.1495718350607285,-0.00013189567309904176,-0.006592169855154206
2021-12-25,1.1497018734729108,0.00011311899632220006,-0.0064797965584697526
2021-12-26,1.1497937294691267,7.989549146196605e-05,-0.006400418773538252
2021-12-27,1.149793522333777,-1.8015000829756724e-07,-0.006400597770510941
2021-12-28,1.1496487944363718,-0.00012587294552788563,-0.006525665053944363
2021-12-29,1.1496655989471654,1.4617082081915794e-05,-0.006511143358044258
2021-12-30,1.1497718479725596,9.241733030159477e-05,-0.006419327770229133
2021-12-31,1.1498516929557556,6.944419741782901e-05,-0.006350329357876272
2022-01-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-07,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-08,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-09,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-10,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-11,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-12,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-13,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-14,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-15,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-16,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-17,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-18,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-19,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-20,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-21,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-22,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-23,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-24,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-25,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-26,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-27,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-28,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-29,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-30,1.1493299741629823,0.0,-0.0068011750710955665
2022-01-31,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-07,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-08,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-09,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-10,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-11,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-12,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-13,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-14,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-15,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-16,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-17,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-18,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-19,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-20,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-21,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-22,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-23,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-24,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-25,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-26,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-27,1.1493299741629823,0.0,-0.0068011750710955665
2022-02-28,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-07,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-08,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-09,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-10,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-11,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-12,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-13,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-14,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-15,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-16,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-17,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-18,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-19,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-20,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-21,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-22,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-23,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-24,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-25,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-26,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-27,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-28,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-29,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-30,1.1493299741629823,0.0,-0.0068011750710955665
2022-03-31,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-07,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-08,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-09,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-10,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-11,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-12,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-13,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-14,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-15,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-16,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-17,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-18,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-19,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-20,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-21,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-22,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-23,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-24,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-25,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-26,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-27,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-28,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-29,1.1493299741629823,0.0,-0.0068011750710955665
2022-04-30,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-07,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-08,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-09,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-10,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-11,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-12,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-13,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-14,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-15,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-16,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-17,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-18,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-19,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-20,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-21,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-22,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-23,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-24,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-25,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-26,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-27,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-28,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-29,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-30,1.1493299741629823,0.0,-0.0068011750710955665
2022-05-31,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-01,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-02,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-03,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-04,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-05,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-06,1.1493299741629823,0.0,-0.0068011750710955665
2022-06-07,1.1493299741629823,0.0,-0.0068011750710955665
